what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1272984801792
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1272984801803
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1272984801806
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1272984801814
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1272984801817
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1272984801829
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1272984801832
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1272984801836
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1272984801847
os,sysinfo,,,"macosx",1272984801850
arch,sysinfo,,,"x86",1272984801850
ws,sysinfo,,,"carbon",1272984801850
locale,sysinfo,,,"en_US",1272984801850
processors,sysinfo,,,"2",1272984801850
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1272984801850
java.runtime.version,sysinfo,,,"1.6.0_17-b04-248-10M3025",1272984801850
java.specification.name,sysinfo,,,"Java Platform API Specification",1272984801850
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1272984801850
java.specification.version,sysinfo,,,"1.6",1272984801850
java.vendor,sysinfo,,,"Apple Inc.",1272984801850
java.version,sysinfo,,,"1.6.0_17",1272984801850
java.vm.info,sysinfo,,,"mixed mode",1272984801850
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1272984801850
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1272984801850
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1272984801850
java.vm.specification.version,sysinfo,,,"1.0",1272984801850
java.vm.vendor,sysinfo,,,"Apple Inc.",1272984801850
